id,filtered_words,features,label_index
R155,top notice consider exactly material free. wear skin although sure include like. experts discuss ongoing developments election.,"(10000,[312,1525,1821,2096,2953,3231,3556,3614,4391,4506,4687,5328,5833,6581,7779,9190,9462],[4.019381523748645,3.914021008090819,4.270695952029551,4.019381523748645,4.137164559405029,4.137164559405029,2.849310271098391,0.6753425559264385,4.137164559405029,0.691153161953081,0.691153161953081,4.019381523748645,4.607168188650764,4.270695952029551,3.4440173788450834,5.117993812416755,0.691153161953081])",1.0
R006,ok get arrive economic including. lawyer recently people shoulder. share hope must also enjoy drive. experts discuss ongoing developments technology breakthrough.,"(10000,[1020,1023,1805,2034,2227,2645,3614,3740,3792,3947,4263,4506,4687,6000,7391,8888,9021,9144,9391,9426,9462],[2.4789364828014966,3.914021008090819,3.7316994512968646,4.137164559405029,2.7200985396183848,4.270695952029551,0.6753425559264385,4.42484663185681,3.914021008090819,3.8187108282864943,3.914021008090819,0.691153161953081,0.691153161953081,4.137164559405029,3.914021008090819,4.607168188650764,4.019381523748645,2.7508701982851385,4.137164559405029,5.117993812416755,0.691153161953081])",1.0
F086,sea test next. perhaps authority real red hand want. model behind wonder issue bring north. — shocking claims government cover-up surface internet.,"(10000,[52,503,1176,1259,2259,2802,3057,3423,4346,4723,5844,5850,6586,6616,7102,7281,7936,8338,9617,9637,9691,9813],[3.914021008090819,0.691153161953081,3.6516567436233283,4.270695952029551,2.7826188965997183,4.607168188650764,4.270695952029551,4.270695952029551,3.8187108282864943,4.019381523748645,4.137164559405029,0.691153161953081,4.830311739964974,4.830311739964974,4.607168188650764,0.667530016189645,0.691153161953081,0.691153161953081,4.137164559405029,5.523458920524919,4.42484663185681,2.997730276216664])",0.0
R168,consider among anything. two peace inside instead hair ball. speak another speech big yard wait activity. computer move church. experts discuss ongoing developments election.,"(10000,[312,424,502,3048,3556,3614,4506,4527,4687,4728,4732,5477,5947,6282,6697,7362,7417,7664,7751,8094,8151,8166,9066,9462],[4.019381523748645,4.607168188650764,4.019381523748645,3.8187108282864943,2.849310271098391,0.6753425559264385,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645,4.137164559405029,4.019381523748645,5.523458920524919,4.42484663185681,5.523458920524919,4.137164559405029,5.117993812416755,4.42484663185681,5.117993812416755,4.270695952029551,3.8187108282864943,4.42484663185681,3.914021008090819,0.691153161953081])",1.0
R077,leg direction must young contain then. large light far assume. politics sing edge least never figure tough. experts discuss ongoing developments public health.,"(10000,[281,1023,1634,1720,1770,3614,3921,4110,4158,4506,4687,5379,5887,6219,6290,6451,7022,7036,7493,7809,8550,8554,9462],[4.270695952029551,3.914021008090819,4.137164559405029,4.42484663185681,2.997730276216664,0.6753425559264385,4.019381523748645,4.270695952029551,4.270695952029551,0.691153161953081,0.691153161953081,5.117993812416755,3.914021008090819,3.172083663361442,3.914021008090819,3.6516567436233283,4.019381523748645,5.117993812416755,3.914021008090819,4.137164559405029,4.830311739964974,3.8187108282864943,0.691153161953081])",1.0
F209,include wish late music election set. cell lawyer always candidate defense. — shocking claims hoax surface internet.,"(10000,[132,176,495,503,2953,3079,3210,4358,4377,5767,5850,6370,7281,7936,8338,9011,9021],[4.42484663185681,4.830311739964974,3.577548771469606,0.691153161953081,4.137164559405029,4.019381523748645,4.42484663185681,4.270695952029551,2.60568818844064,5.523458920524919,0.691153161953081,3.5085558999826545,0.667530016189645,0.691153161953081,0.691153161953081,4.42484663185681,4.019381523748645])",0.0
R236,give mouth sit walk. worker represent dinner program tend type. experts discuss ongoing developments public health.,"(10000,[573,1770,1810,2240,2676,3614,3783,4506,4687,6219,6946,7497,8423,8717,9462,9700],[4.137164559405029,2.997730276216664,4.270695952029551,4.137164559405029,3.914021008090819,0.6753425559264385,4.019381523748645,0.691153161953081,0.691153161953081,3.172083663361442,4.607168188650764,4.270695952029551,4.607168188650764,4.137164559405029,0.691153161953081,5.523458920524919])",1.0
F186,under. decide artist last church nothing group. attention phone degree eight star. — shocking claims aliens surface internet.,"(10000,[503,650,1273,1626,3144,3989,4292,5850,6097,7268,7281,7936,8293,8338,8482,8931,9782,9943],[0.691153161953081,2.958509563063383,4.270695952029551,4.830311739964974,4.607168188650764,4.42484663185681,3.914021008090819,0.691153161953081,4.607168188650764,5.117993812416755,0.667530016189645,0.691153161953081,4.270695952029551,0.691153161953081,4.42484663185681,4.607168188650764,5.523458920524919,4.270695952029551])",0.0
R243,share blue social politics president daughter. culture fear role nor. clearly third defense science. experts discuss ongoing developments public health.,"(10000,[823,1306,1770,3334,3350,3543,3614,3947,4506,4687,5768,5887,6219,6836,8238,8439,8645,8771,9462,9513],[4.019381523748645,3.914021008090819,2.997730276216664,5.523458920524919,4.42484663185681,4.270695952029551,0.6753425559264385,3.8187108282864943,0.691153161953081,0.691153161953081,4.137164559405029,3.914021008090819,3.172083663361442,5.523458920524919,4.42484663185681,5.117993812416755,4.830311739964974,4.42484663185681,0.691153161953081,3.914021008090819])",1.0
F094,decision national indeed direction save skin. unit science quality fly. — shocking claims immortal jellyfish surface internet.,"(10000,[503,2066,2193,2706,3363,3506,4520,4934,5850,6335,7230,7281,7910,7936,8338,8554,9876],[0.691153161953081,2.7508701982851385,4.607168188650764,5.117993812416755,3.914021008090819,4.42484663185681,4.137164559405029,4.019381523748645,0.691153161953081,4.270695952029551,5.117993812416755,0.667530016189645,4.270695952029551,0.691153161953081,0.691153161953081,3.8187108282864943,2.7508701982851385])",0.0
R032,want recent seat yeah show free. official run local degree. information media statement. write need lawyer wife personal practice. experts discuss ongoing developments economic growth.,"(10000,[47,228,266,1209,3021,3249,3548,3567,3614,4019,4391,4506,4687,4928,5445,5591,6537,7712,7939,8190,8485,9021,9034,9144,9462],[4.42484663185681,3.8187108282864943,4.019381523748645,4.019381523748645,4.137164559405029,3.6516567436233283,4.830311739964974,4.830311739964974,0.6753425559264385,4.137164559405029,4.137164559405029,0.691153161953081,0.691153161953081,5.523458920524919,4.270695952029551,4.019381523748645,4.270695952029551,3.8187108282864943,4.270695952029551,4.137164559405029,4.137164559405029,4.019381523748645,2.8844015909096608,2.7508701982851385,0.691153161953081])",1.0
R033,exactly bar husband carry pattern rather. measure somebody run design election. experts discuss ongoing developments education.,"(10000,[266,454,528,617,1661,2096,3089,3556,3614,3922,4506,4687,5047,7208,7332,9462],[4.019381523748645,3.2208738275308737,3.914021008090819,4.270695952029551,4.830311739964974,4.019381523748645,4.270695952029551,2.849310271098391,0.6753425559264385,4.137164559405029,0.691153161953081,0.691153161953081,2.6902455764687034,3.914021008090819,5.117993812416755,0.691153161953081])",1.0
R045,spend apply view price well leader. tend theory mouth none develop without again. experts discuss ongoing developments technology breakthrough.,"(10000,[157,353,1020,1241,1468,1738,1810,1898,2227,3614,4043,4506,4687,7293,7312,7497,9462,9495,9831],[3.8187108282864943,4.42484663185681,2.4789364828014966,4.270695952029551,4.137164559405029,5.117993812416755,4.270695952029551,4.830311739964974,2.7200985396183848,0.6753425559264385,3.7316994512968646,0.691153161953081,0.691153161953081,4.607168188650764,3.7316994512968646,4.270695952029551,0.691153161953081,5.523458920524919,3.914021008090819])",1.0
R116,wish article nature list. sell image task onto conference message. experts discuss ongoing developments education.,"(10000,[495,1702,3611,3614,4319,4485,4506,4687,5047,5303,5657,7055,8451,8961,9462],[3.577548771469606,4.607168188650764,4.137164559405029,0.6753425559264385,4.137164559405029,4.270695952029551,0.691153161953081,0.691153161953081,2.6902455764687034,4.42484663185681,4.42484663185681,4.830311739964974,4.019381523748645,5.117993812416755,0.691153161953081])",1.0
F056,book gun daughter lead respond. major political box human story development condition. — shocking claims celebrity scandal surface internet.,"(10000,[393,503,1058,2871,3486,3916,3935,4921,5356,5850,6855,7281,7623,7723,7922,7936,8303,8313,8338],[4.137164559405029,0.691153161953081,4.607168188650764,4.42484663185681,2.849310271098391,5.117993812416755,4.137164559405029,2.849310271098391,4.42484663185681,0.691153161953081,4.42484663185681,0.667530016189645,4.019381523748645,4.830311739964974,4.42484663185681,0.691153161953081,4.830311739964974,4.270695952029551,0.691153161953081])",0.0
R043,eat worry card run ground. street hotel yourself. process compare thank prepare campaign spring guess citizen. experts discuss ongoing developments policy.,"(10000,[266,1644,1687,2144,2174,2286,2663,3614,3684,4506,4687,6675,6944,7276,7321,8040,8343,8660,8678,9246,9462],[4.019381523748645,4.830311739964974,4.019381523748645,3.8187108282864943,5.117993812416755,4.137164559405029,3.914021008090819,0.6753425559264385,4.42484663185681,0.691153161953081,0.691153161953081,3.7316994512968646,2.8154087194227095,4.270695952029551,5.117993812416755,3.172083663361442,4.270695952029551,4.137164559405029,5.117993812416755,4.42484663185681,0.691153161953081])",1.0
R145,total sense yeah success should. experts discuss ongoing developments economic growth.,"(10000,[320,3249,3614,4506,4687,5447,6279,9034,9144,9462,9828],[3.7316994512968646,3.6516567436233283,0.6753425559264385,0.691153161953081,0.691153161953081,3.4440173788450834,3.914021008090819,2.8844015909096608,2.7508701982851385,0.691153161953081,4.137164559405029])",1.0
F200,tax base wonder mother like. accept industry employee prove across. animal need professor structure. — shocking claims secret cure surface internet.,"(10000,[354,503,2543,2657,3010,3892,4723,5214,5392,5627,5850,6537,6548,6587,6747,7281,7360,7936,8173,8338,9190],[3.8187108282864943,0.691153161953081,3.3262343431887,3.914021008090819,4.270695952029551,2.5530444549552183,4.019381523748645,4.137164559405029,5.523458920524919,5.117993812416755,0.691153161953081,4.270695952029551,4.830311739964974,4.270695952029551,2.5530444549552183,0.667530016189645,3.914021008090819,0.691153161953081,3.8187108282864943,0.691153161953081,5.117993812416755])",0.0
F034,project exactly central road common become. — shocking claims celebrity scandal surface internet.,"(10000,[503,2096,2230,3486,4921,5725,5850,6332,7281,7936,8338,8928,9714],[0.691153161953081,4.019381523748645,4.137164559405029,2.849310271098391,2.849310271098391,4.270695952029551,0.691153161953081,3.914021008090819,0.667530016189645,0.691153161953081,0.691153161953081,4.42484663185681,4.830311739964974])",0.0
F149,military different tend marriage court everything middle. discuss various animal return rock. — shocking claims secret cure surface internet.,"(10000,[503,635,1810,3614,3892,4568,5850,5877,6069,6229,6647,6683,6747,7281,7360,7936,8338,9156,9296],[0.691153161953081,4.830311739964974,4.270695952029551,0.6753425559264385,2.5530444549552183,3.577548771469606,0.691153161953081,5.117993812416755,4.137164559405029,4.019381523748645,3.8187108282864943,4.607168188650764,2.5530444549552183,0.667530016189645,3.914021008090819,0.691153161953081,0.691153161953081,4.607168188650764,5.117993812416755])",0.0
F051,certainly audience cause. ball fast state each. — shocking claims secret cure surface internet.,"(10000,[503,673,1312,1808,3892,5850,6021,6747,7070,7281,7492,7936,8338,9263],[0.691153161953081,5.523458920524919,3.914021008090819,4.42484663185681,2.5530444549552183,0.691153161953081,4.607168188650764,2.5530444549552183,5.117993812416755,0.667530016189645,3.914021008090819,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
F089,word movie different resource. lose half still loss score. — shocking claims flat earth surface internet.,"(10000,[503,1439,1780,2918,3519,3712,4422,5329,5850,6484,6683,7195,7281,7936,8338,9676],[0.691153161953081,4.270695952029551,5.117993812416755,3.0385522707369192,4.137164559405029,4.607168188650764,4.137164559405029,4.42484663185681,0.691153161953081,4.42484663185681,4.607168188650764,5.117993812416755,0.667530016189645,0.691153161953081,0.691153161953081,3.0385522707369192])",0.0
F135,season american argue. week common special gas down. — shocking claims flat earth surface internet.,"(10000,[503,1055,2358,2918,5122,5607,5850,6332,7281,7509,7652,7936,8338,9025,9676],[0.691153161953081,4.137164559405029,4.019381523748645,3.0385522707369192,3.6516567436233283,4.137164559405029,0.691153161953081,3.914021008090819,0.667530016189645,5.117993812416755,4.607168188650764,0.691153161953081,0.691153161953081,4.607168188650764,3.0385522707369192])",0.0
F088,worker grow without agent federal sell professor just. — shocking claims government cover-up surface internet.,"(10000,[503,633,1457,2259,2404,2543,2676,4043,4485,5016,5850,7281,7936,8338,9813],[0.691153161953081,4.270695952029551,4.830311739964974,2.7826188965997183,4.830311739964974,3.3262343431887,3.914021008090819,3.7316994512968646,4.270695952029551,4.607168188650764,0.691153161953081,0.667530016189645,0.691153161953081,0.691153161953081,2.997730276216664])",0.0
R010,safe tough material market rest ability. experts discuss ongoing developments election.,"(10000,[226,2657,2708,3231,3556,3614,4506,4687,5447,7642,9462],[4.830311739964974,3.914021008090819,3.7316994512968646,4.137164559405029,2.849310271098391,0.6753425559264385,0.691153161953081,0.691153161953081,3.4440173788450834,4.270695952029551,0.691153161953081])",1.0
R211,environment house first. voice step trouble baby situation others probably. car field current according painting. experts discuss ongoing developments policy.,"(10000,[1348,1558,2407,2909,3136,3530,3614,3674,3756,4506,4687,5415,5836,6940,6944,7074,7138,7564,9189,9462],[3.7316994512968646,4.607168188650764,4.137164559405029,3.914021008090819,4.607168188650764,4.270695952029551,0.6753425559264385,3.7316994512968646,5.523458920524919,0.691153161953081,0.691153161953081,4.830311739964974,4.42484663185681,3.5085558999826545,2.8154087194227095,3.7316994512968646,5.523458920524919,4.137164559405029,4.42484663185681,0.691153161953081])",1.0
F204,large occur find good vote community detail. maybe some. side idea plant various. — shocking claims miracle drug surface internet.,"(10000,[503,1256,1921,2336,4818,5850,5958,6168,6584,7022,7183,7244,7281,7510,7860,7936,8174,8338,9214,9781],[0.691153161953081,3.125563647726549,5.117993812416755,4.019381523748645,4.270695952029551,0.691153161953081,3.914021008090819,4.270695952029551,5.523458920524919,4.019381523748645,5.117993812416755,3.6516567436233283,0.667530016189645,3.8187108282864943,2.958509563063383,0.691153161953081,4.42484663185681,0.691153161953081,4.137164559405029,3.8187108282864943])",0.0
F168,game find lay fact. operation push subject behavior act wait name into. old court day enough forget. fact beat international reality wish yes. — shocking claims miracle drug surface internet.,"(10000,[15,188,442,495,497,503,680,735,1256,2569,2601,4475,4568,4748,5477,5850,5922,5978,6928,7083,7215,7281,7510,7860,7936,8338,8655,8975,9133,9192],[4.607168188650764,4.137164559405029,5.117993812416755,3.577548771469606,5.117993812416755,0.691153161953081,3.8187108282864943,4.42484663185681,3.125563647726549,4.42484663185681,5.117993812416755,4.42484663185681,3.577548771469606,4.019381523748645,4.019381523748645,0.691153161953081,4.607168188650764,4.607168188650764,4.270695952029551,4.270695952029551,4.137164559405029,0.667530016189645,3.8187108282864943,2.958509563063383,0.691153161953081,0.691153161953081,4.607168188650764,4.137164559405029,3.8187108282864943,5.523458920524919])",0.0
R011,future bit sure fish. best poor every. experts discuss ongoing developments public health.,"(10000,[763,1770,1821,1989,3471,3614,4506,4687,6219,6488,8103,8997,9462],[4.137164559405029,2.997730276216664,4.270695952029551,4.42484663185681,5.523458920524919,0.6753425559264385,0.691153161953081,0.691153161953081,3.172083663361442,4.42484663185681,4.42484663185681,5.523458920524919,0.691153161953081])",1.0
R232,usually movie true remain entire big animal. society happy put. experts discuss ongoing developments climate change.,"(10000,[327,821,1439,2059,2990,3048,3614,4506,4687,5205,5347,5476,7188,7721,8824,9462],[4.607168188650764,2.849310271098391,4.270695952029551,2.6330871626287546,4.607168188650764,3.8187108282864943,0.6753425559264385,0.691153161953081,0.691153161953081,4.270695952029551,4.270695952029551,5.117993812416755,4.137164559405029,4.270695952029551,4.270695952029551,0.691153161953081])",1.0
R042,despite focus allow friend star social. risk magazine call adult southern. development good simply other. behind without week surface will. experts discuss ongoing developments public health.,"(10000,[72,488,1301,1417,1642,1770,2871,3614,3931,4043,4346,4506,4687,4835,4847,5122,5146,5170,6168,6219,7281,8413,8656,8794,9231,9462],[4.42484663185681,4.42484663185681,4.42484663185681,4.607168188650764,3.7316994512968646,2.997730276216664,4.42484663185681,0.6753425559264385,3.5085558999826545,3.7316994512968646,3.8187108282864943,0.691153161953081,0.691153161953081,5.117993812416755,3.7316994512968646,3.6516567436233283,4.830311739964974,4.137164559405029,4.270695952029551,3.172083663361442,0.667530016189645,3.6516567436233283,5.523458920524919,4.607168188650764,4.607168188650764,0.691153161953081])",1.0
F182,leader everything usually simply mind avoid. republican go. — shocking claims hoax surface internet.,"(10000,[503,1175,1526,1642,2990,3184,4377,4616,4702,5850,7281,7936,8338,9156],[0.691153161953081,5.117993812416755,3.914021008090819,3.7316994512968646,4.607168188650764,2.7826188965997183,2.60568818844064,4.019381523748645,4.42484663185681,0.691153161953081,0.667530016189645,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
F036,discover positive easy early. deal among identify. mother describe hotel catch little pick. — shocking claims miracle drug surface internet.,"(10000,[1,354,503,760,1256,1433,1590,2663,3753,4170,5344,5850,7085,7281,7362,7488,7860,7936,7949,8338],[4.42484663185681,3.8187108282864943,0.691153161953081,4.607168188650764,3.125563647726549,3.383392757028649,4.42484663185681,3.914021008090819,5.117993812416755,4.830311739964974,5.523458920524919,0.691153161953081,4.270695952029551,0.667530016189645,4.137164559405029,4.830311739964974,2.958509563063383,0.691153161953081,4.270695952029551,0.691153161953081])",0.0
F068,technology surface agency upon professional vote short. interest cup respond account. — shocking claims secret cure surface internet.,"(10000,[70,503,746,765,1020,2155,2500,3059,3892,5850,6735,6747,7281,7936,8338,9211,9214],[4.270695952029551,0.691153161953081,5.117993812416755,4.607168188650764,2.4789364828014966,4.019381523748645,4.019381523748645,4.42484663185681,2.5530444549552183,0.691153161953081,4.607168188650764,2.5530444549552183,1.33506003237929,0.691153161953081,0.691153161953081,5.117993812416755,4.137164559405029])",0.0
R015,within number wrong subject. look without beautiful dream hard nice. every wish provide official write east size. experts discuss ongoing developments election.,"(10000,[495,1273,2366,3556,3614,4043,4506,4687,5125,5445,5946,6512,6532,6576,8485,8519,8780,9189,9462,9681,9817,9939],[3.577548771469606,4.270695952029551,4.137164559405029,2.849310271098391,0.6753425559264385,3.7316994512968646,0.691153161953081,0.691153161953081,3.8187108282864943,4.270695952029551,4.607168188650764,4.42484663185681,5.523458920524919,3.7316994512968646,4.137164559405029,4.270695952029551,5.117993812416755,4.42484663185681,0.691153161953081,4.42484663185681,3.4440173788450834,4.270695952029551])",1.0
R147,son purpose among. road final room minute. experts discuss ongoing developments climate change.,"(10000,[209,494,821,1653,2059,2071,3614,4506,4687,5725,7175,8089,9462],[5.117993812416755,4.607168188650764,2.849310271098391,4.607168188650764,2.6330871626287546,5.523458920524919,0.6753425559264385,0.691153161953081,0.691153161953081,4.270695952029551,5.117993812416755,4.019381523748645,0.691153161953081])",1.0
F198,former sound bed may system radio listen. — shocking claims government cover-up surface internet.,"(10000,[503,2259,2826,3996,4160,5850,6166,7281,7936,8338,9086,9160,9497,9813],[0.691153161953081,2.7826188965997183,5.523458920524919,4.270695952029551,4.137164559405029,0.691153161953081,4.019381523748645,0.667530016189645,0.691153161953081,0.691153161953081,4.019381523748645,4.42484663185681,4.42484663185681,2.997730276216664])",0.0
R081,wait heavy property technology energy stock. worker type stage explain visit nice. experts discuss ongoing developments climate change.,"(10000,[30,698,821,1020,2059,2676,2733,3526,3614,4506,4644,4687,5341,5477,8307,8780,8949,9462],[3.5085558999826545,4.137164559405029,2.849310271098391,2.4789364828014966,2.6330871626287546,3.914021008090819,4.270695952029551,3.8187108282864943,0.6753425559264385,0.691153161953081,5.523458920524919,0.691153161953081,4.137164559405029,4.019381523748645,3.914021008090819,5.117993812416755,4.270695952029551,0.691153161953081])",1.0
F050,return fact believe environment glass similar. near fast technology along. machine require deep show stuff among project. — shocking claims aliens surface internet.,"(10000,[503,533,635,650,1020,1762,1766,1776,2407,4019,5101,5850,5974,6932,7215,7281,7362,7722,7936,8040,8338,8449,9263],[0.691153161953081,3.8187108282864943,4.830311739964974,2.958509563063383,2.4789364828014966,4.137164559405029,4.607168188650764,4.830311739964974,4.137164559405029,4.137164559405029,4.830311739964974,0.691153161953081,4.137164559405029,3.8187108282864943,4.137164559405029,0.667530016189645,4.137164559405029,4.019381523748645,0.691153161953081,3.172083663361442,0.691153161953081,4.019381523748645,4.270695952029551])",0.0
F162,expert teach week right reduce. hour bed note total experience third. long important research pattern show inside far necessary. — shocking claims celebrity scandal surface internet.,"(10000,[503,527,617,914,1107,1790,1967,3486,3635,4019,4158,4921,5122,5850,6077,6279,7281,7936,8151,8338,8522,8904,9066,9432,9497,9909],[0.691153161953081,4.019381523748645,4.270695952029551,4.019381523748645,5.523458920524919,3.8187108282864943,4.019381523748645,2.849310271098391,4.137164559405029,4.137164559405029,4.270695952029551,2.849310271098391,3.6516567436233283,0.691153161953081,4.42484663185681,3.914021008090819,0.667530016189645,0.691153161953081,3.8187108282864943,0.691153161953081,4.019381523748645,3.914021008090819,3.914021008090819,4.42484663185681,4.42484663185681,4.830311739964974])",0.0
R028,central add century character great. site stage chance two quality. experts discuss ongoing developments technology breakthrough.,"(10000,[30,346,1020,2227,2589,3614,4506,4687,4728,4867,5891,6591,7841,8928,9462,9887],[3.5085558999826545,4.607168188650764,2.4789364828014966,2.7200985396183848,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081,4.019381523748645,4.019381523748645,4.270695952029551,4.830311739964974,3.8187108282864943,4.42484663185681,0.691153161953081,4.607168188650764])",1.0
R195,style talk list nearly concern. operation explain former body sister local church. experts discuss ongoing developments budget report.,"(10000,[228,841,2866,3521,3614,4160,4506,4687,4991,5341,5432,5922,8000,8094,8728,8925,9462,9719],[3.8187108282864943,5.117993812416755,4.019381523748645,3.577548771469606,0.6753425559264385,4.137164559405029,0.691153161953081,0.691153161953081,2.5277266469709283,4.137164559405029,2.7508701982851385,4.607168188650764,4.830311739964974,4.270695952029551,3.5085558999826545,3.914021008090819,0.691153161953081,4.830311739964974])",1.0
F116,kitchen father american head left into. follow information arm lawyer bag allow. — shocking claims aliens surface internet.,"(10000,[415,442,503,650,756,1064,1662,1800,3984,5850,7281,7601,7652,7936,8190,8338,9021,9367],[4.270695952029551,5.117993812416755,0.691153161953081,2.958509563063383,4.42484663185681,4.42484663185681,4.270695952029551,4.270695952029551,4.137164559405029,0.691153161953081,0.667530016189645,4.830311739964974,4.607168188650764,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645,3.577548771469606])",0.0
R018,rest eye worry. law rather organization. look citizen stage everything parent church. experts discuss ongoing developments research.,"(10000,[8,30,1341,2708,2837,3614,3979,4506,4687,7066,8094,8270,9156,9231,9462,9932,9939],[3.6516567436233283,3.5085558999826545,4.42484663185681,3.7316994512968646,3.8187108282864943,0.6753425559264385,3.8187108282864943,0.691153161953081,0.691153161953081,2.8844015909096608,4.270695952029551,4.830311739964974,4.607168188650764,4.607168188650764,0.691153161953081,4.270695952029551,4.270695952029551])",1.0
F073,seem around wear matter. process focus analysis glass check upon. choose rock physical probably place. — shocking claims immortal jellyfish surface internet.,"(10000,[503,574,1296,2066,2297,2588,3901,3931,4131,5087,5850,6197,6581,6932,7281,7936,7968,8040,8338,8649,9706,9876],[0.691153161953081,4.830311739964974,5.117993812416755,2.7508701982851385,4.137164559405029,3.7316994512968646,4.42484663185681,3.5085558999826545,5.117993812416755,5.117993812416755,0.691153161953081,4.019381523748645,4.270695952029551,3.8187108282864943,0.667530016189645,0.691153161953081,5.523458920524919,3.172083663361442,0.691153161953081,4.607168188650764,4.137164559405029,2.7508701982851385])",0.0
F059,control treat music four economic work share. agreement people like staff guy meeting which. — shocking claims miracle drug surface internet.,"(10000,[20,94,503,1208,1243,1256,3032,3330,4263,5850,6224,6315,6370,7281,7860,7936,8338,8413,8750,9144,9527],[4.830311739964974,4.270695952029551,0.691153161953081,2.60568818844064,4.137164559405029,3.125563647726549,4.830311739964974,3.8187108282864943,3.914021008090819,0.691153161953081,4.42484663185681,5.117993812416755,3.5085558999826545,0.667530016189645,2.958509563063383,0.691153161953081,0.691153161953081,3.6516567436233283,4.137164559405029,2.7508701982851385,4.137164559405029])",0.0
R078,listen upon together easy somebody. single agreement support life. consumer important middle service defense walk drop. especially bad somebody. experts discuss ongoing developments budget report.,"(10000,[429,760,1967,2252,3543,3614,4506,4687,4991,5432,5535,6142,6735,7889,7956,8173,8217,8312,8413,8741,8852,9462,9475,9878],[4.42484663185681,4.607168188650764,4.019381523748645,3.914021008090819,4.270695952029551,0.6753425559264385,0.691153161953081,0.691153161953081,2.5277266469709283,2.7508701982851385,4.830311739964974,4.019381523748645,4.607168188650764,4.019381523748645,4.607168188650764,3.8187108282864943,4.42484663185681,3.8187108282864943,3.6516567436233283,11.046917841049838,5.523458920524919,0.691153161953081,4.607168188650764,3.8187108282864943])",1.0
F216,recent hard research tough. red fine relationship house tell. build media practice benefit take mr drug. — shocking claims secret cure surface internet.,"(10000,[52,503,855,1209,2647,3014,3892,3980,4260,4280,5125,5591,5653,5836,5850,6431,6747,7036,7281,7936,8338,9083,9432],[3.914021008090819,0.691153161953081,3.8187108282864943,4.019381523748645,4.019381523748645,4.607168188650764,2.5530444549552183,5.117993812416755,4.42484663185681,4.137164559405029,3.8187108282864943,4.019381523748645,3.8187108282864943,4.42484663185681,0.691153161953081,5.117993812416755,2.5530444549552183,5.117993812416755,0.667530016189645,0.691153161953081,0.691153161953081,5.523458920524919,4.42484663185681])",0.0
F206,look mission check. guess practice. participant south girl scene. — shocking claims celebrity scandal surface internet.,"(10000,[503,1029,3486,3567,4816,4921,5396,5850,6069,7281,7936,8338,8660,9372,9394,9939],[0.691153161953081,4.270695952029551,2.849310271098391,4.830311739964974,3.914021008090819,2.849310271098391,4.137164559405029,0.691153161953081,4.137164559405029,0.667530016189645,0.691153161953081,0.691153161953081,4.137164559405029,5.117993812416755,5.117993812416755,4.270695952029551])",0.0
R036,two industry consider defense. suddenly risk college. experts discuss ongoing developments research.,"(10000,[176,312,3010,3614,4506,4687,4728,7066,8581,8794,9462,9578],[4.830311739964974,4.019381523748645,4.270695952029551,0.6753425559264385,0.691153161953081,0.691153161953081,4.019381523748645,2.8844015909096608,4.019381523748645,4.607168188650764,0.691153161953081,5.523458920524919])",1.0
F104,read past buy item until. — shocking claims aliens surface internet.,"(10000,[80,503,650,1916,4430,5850,7281,7650,7936,8338,9275],[3.914021008090819,0.691153161953081,2.958509563063383,4.019381523748645,5.117993812416755,0.691153161953081,0.667530016189645,4.270695952029551,0.691153161953081,0.691153161953081,3.6516567436233283])",0.0
F000,example team couple network attack player i. — shocking claims hoax surface internet.,"(10000,[468,503,564,4377,5693,5850,6604,7281,7702,7936,8338,9152,9606],[4.270695952029551,0.691153161953081,4.137164559405029,2.60568818844064,4.607168188650764,0.691153161953081,4.830311739964974,0.667530016189645,4.137164559405029,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551])",0.0
R136,arm task evening east far pressure. standard past something treat live. avoid involve many among better say. experts discuss ongoing developments education.,"(10000,[740,1388,2543,2929,2967,3614,3984,4158,4506,4687,5047,5188,5286,5739,6271,6576,7362,8451,8750,9275,9462,9826],[5.117993812416755,3.8187108282864943,3.3262343431887,5.523458920524919,4.270695952029551,0.6753425559264385,4.137164559405029,4.270695952029551,0.691153161953081,0.691153161953081,2.6902455764687034,4.42484663185681,4.42484663185681,4.830311739964974,4.270695952029551,3.7316994512968646,4.137164559405029,4.019381523748645,4.137164559405029,3.6516567436233283,0.691153161953081,5.117993812416755])",1.0
F019,minute east performance make government raise process. concern bring last play deep. green stage role rate history. — shocking claims immortal jellyfish surface internet.,"(10000,[30,253,503,551,1968,1982,2066,2173,2259,3057,3350,3357,3525,3527,3989,5850,6576,7281,7424,7936,8077,8338,9351,9876],[3.5085558999826545,4.019381523748645,0.691153161953081,3.914021008090819,4.137164559405029,5.117993812416755,2.7508701982851385,4.137164559405029,2.7826188965997183,4.270695952029551,4.42484663185681,4.019381523748645,4.270695952029551,4.137164559405029,4.42484663185681,0.691153161953081,3.7316994512968646,0.667530016189645,5.523458920524919,0.691153161953081,5.117993812416755,0.691153161953081,3.914021008090819,2.7508701982851385])",0.0
